[2020.03.07-21.07.34:177][  0]Log file open, 03/07/20 15:07:34
[2020.03.07-21.07.34:177][  0]LogMemory: Platform Memory Stats for WindowsServer
[2020.03.07-21.07.34:177][  0]LogMemory: Process Physical Memory: 59.65 MB used, 59.65 MB peak
[2020.03.07-21.07.34:177][  0]LogMemory: Process Virtual Memory: 50.59 MB used, 50.71 MB peak
[2020.03.07-21.07.34:177][  0]LogMemory: Physical Memory: 57612.85 MB used, 65436.48 MB total
[2020.03.07-21.07.34:177][  0]LogMemory: Virtual Memory: 4396.86 MB used, 134217728.00 MB total
[2020.03.07-21.07.34:572][  0]ARK Version: 306.5
[2020.03.07-21.07.34:572][  0]PID: 8216
[2020.03.07-21.08.22:189][  0]Primal Game Data Took 45.53 seconds
[2020.03.07-21.09.37:270][  0]Server: "ironark" has successfully started!
[2020.03.07-21.09.47:829][  0]Commandline: "TheIsland?RCONEnabled=True?RCONPort=27054?SessionName=ironark?MaxPlayers=30?Port=27053?QueryPort=27053?NonPermanentDiseases=true?AllowRaidDinoFeeding=true?PreventDiseases=false?AutoDestroyOldStructuresMultiplier=1?ShowFloatingDamageText=true?AllowAnyoneBabyImprintCuddle=true?OverrideStructurePlatformPrevention=true?TribeLogDestroyedEnemyStructures=true?PvEAllowStructuresAtSupplyDrops=true?OverrideOfficialDifficulty=4?PreventOfflinePvPInterval=900?ServerPassword=9967?ServerAdminPassword=ironarkAdmin0?listen -ForceAllowCaveFlyers  -NoBattlEye  -clusterid= 
[2020.03.07-21.09.47:829][  0]Full Startup: 135.47 seconds (BP compile: 0.00 seconds)
[2020.03.07-21.09.47:829][  0]Number of cores 6
[2020.03.07-21.09.48:257][  4]AllActors Call During Gameplay: World Time 2520209.3, Class DinoStorage2CCA_C
[2020.03.07-21.09.57:893][284]AllActors Call During Gameplay: World Time 2520219.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.10.07:908][582]AllActors Call During Gameplay: World Time 2520229.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.10.17:846][878]AllActors Call During Gameplay: World Time 2520239.0, Class CompostBin_C
[2020.03.07-21.10.17:914][880]AllActors Call During Gameplay: World Time 2520239.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.10.27:943][180]AllActors Call During Gameplay: World Time 2520249.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.10.37:951][480]AllActors Call During Gameplay: World Time 2520259.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.10.47:972][781]AllActors Call During Gameplay: World Time 2520269.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.10.57:981][ 82]AllActors Call During Gameplay: World Time 2520279.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.11.07:983][382]AllActors Call During Gameplay: World Time 2520289.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.11.18:006][684]AllActors Call During Gameplay: World Time 2520299.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.11.28:008][985]AllActors Call During Gameplay: World Time 2520309.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.11.38:036][281]AllActors Call During Gameplay: World Time 2520319.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.11.48:109][576]AllActors Call During Gameplay: World Time 2520329.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.11.58:140][877]AllActors Call During Gameplay: World Time 2520339.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.12.08:169][176]AllActors Call During Gameplay: World Time 2520349.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.12.18:190][476]AllActors Call During Gameplay: World Time 2520359.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.12.28:193][776]AllActors Call During Gameplay: World Time 2520369.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.12.38:207][ 76]AllActors Call During Gameplay: World Time 2520379.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.12.48:237][377]AllActors Call During Gameplay: World Time 2520389.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.12.58:246][677]AllActors Call During Gameplay: World Time 2520399.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.13.08:269][978]AllActors Call During Gameplay: World Time 2520409.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.13.18:300][279]AllActors Call During Gameplay: World Time 2520419.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.13.28:315][579]AllActors Call During Gameplay: World Time 2520429.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.13.38:330][879]AllActors Call During Gameplay: World Time 2520439.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.13.48:347][176]AllActors Call During Gameplay: World Time 2520449.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.13.58:358][476]AllActors Call During Gameplay: World Time 2520459.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.14.08:371][775]AllActors Call During Gameplay: World Time 2520469.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.14.18:379][ 75]AllActors Call During Gameplay: World Time 2520479.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.14.28:382][375]AllActors Call During Gameplay: World Time 2520489.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.14.38:398][675]AllActors Call During Gameplay: World Time 2520499.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.14.48:424][976]AllActors Call During Gameplay: World Time 2520509.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.14.58:444][276]AllActors Call During Gameplay: World Time 2520519.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.15.08:457][576]AllActors Call During Gameplay: World Time 2520529.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.15.18:488][877]AllActors Call During Gameplay: World Time 2520539.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.15.28:501][177]AllActors Call During Gameplay: World Time 2520549.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.15.38:509][477]AllActors Call During Gameplay: World Time 2520559.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.15.48:530][774]AllActors Call During Gameplay: World Time 2520569.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.15.58:559][ 75]AllActors Call During Gameplay: World Time 2520579.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.16.08:589][374]AllActors Call During Gameplay: World Time 2520589.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.16.18:596][674]AllActors Call During Gameplay: World Time 2520599.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.16.28:614][974]AllActors Call During Gameplay: World Time 2520609.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.16.38:626][274]AllActors Call During Gameplay: World Time 2520619.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.16.48:651][574]AllActors Call During Gameplay: World Time 2520629.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.16.58:659][874]AllActors Call During Gameplay: World Time 2520639.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.17.08:669][174]AllActors Call During Gameplay: World Time 2520649.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.17.18:684][474]AllActors Call During Gameplay: World Time 2520659.8, Class Iguanodon_Character_BP_C
[2020.03.07-21.17.28:714][775]AllActors Call During Gameplay: World Time 2520670.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.17.38:721][ 75]AllActors Call During Gameplay: World Time 2520680.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.17.48:742][372]AllActors Call During Gameplay: World Time 2520690.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.17.58:753][672]AllActors Call During Gameplay: World Time 2520700.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.18.08:777][971]AllActors Call During Gameplay: World Time 2520710.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.18.18:795][271]AllActors Call During Gameplay: World Time 2520720.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.18.28:801][571]AllActors Call During Gameplay: World Time 2520730.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.18.38:803][871]AllActors Call During Gameplay: World Time 2520740.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.18.48:834][168]AllActors Call During Gameplay: World Time 2520750.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.18.58:856][462]AllActors Call During Gameplay: World Time 2520760.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.19.08:861][759]AllActors Call During Gameplay: World Time 2520770.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.19.18:866][ 53]AllActors Call During Gameplay: World Time 2520780.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.19.28:876][353]AllActors Call During Gameplay: World Time 2520790.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.19.38:887][653]AllActors Call During Gameplay: World Time 2520800.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.19.48:917][950]AllActors Call During Gameplay: World Time 2520810.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.19.58:927][250]AllActors Call During Gameplay: World Time 2520820.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.20.08:928][549]AllActors Call During Gameplay: World Time 2520830.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.20.18:957][850]AllActors Call During Gameplay: World Time 2520840.0, Class Iguanodon_Character_BP_C
[2020.03.07-21.20.28:974][150]AllActors Call During Gameplay: World Time 2520850.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.20.38:988][450]AllActors Call During Gameplay: World Time 2520860.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.20.48:989][750]AllActors Call During Gameplay: World Time 2520870.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.20.59:007][ 50]AllActors Call During Gameplay: World Time 2520880.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.21.09:017][350]AllActors Call During Gameplay: World Time 2520890.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.21.19:027][650]AllActors Call During Gameplay: World Time 2520900.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.21.29:037][950]AllActors Call During Gameplay: World Time 2520910.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.21.39:048][250]AllActors Call During Gameplay: World Time 2520920.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.21.49:065][547]AllActors Call During Gameplay: World Time 2520930.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.21.59:071][847]AllActors Call During Gameplay: World Time 2520940.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.22.09:092][146]AllActors Call During Gameplay: World Time 2520950.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.22.19:102][446]AllActors Call During Gameplay: World Time 2520960.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.22.29:124][746]AllActors Call During Gameplay: World Time 2520970.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.22.39:127][ 46]AllActors Call During Gameplay: World Time 2520980.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.22.41:671][122]AllActors Call During Gameplay: World Time 2520982.8, Class DinoStorage2CCA_C
[2020.03.07-21.22.49:140][346]AllActors Call During Gameplay: World Time 2520990.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.22.59:167][647]AllActors Call During Gameplay: World Time 2521000.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.23.09:181][947]AllActors Call During Gameplay: World Time 2521010.3, Class Iguanodon_Character_BP_C
[2020.03.07-21.23.19:212][248]AllActors Call During Gameplay: World Time 2521020.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.23.29:221][548]AllActors Call During Gameplay: World Time 2521030.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.23.39:221][848]AllActors Call During Gameplay: World Time 2521040.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.23.49:223][144]AllActors Call During Gameplay: World Time 2521050.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.23.59:772][425]AllActors Call During Gameplay: World Time 2521060.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.24.09:787][724]AllActors Call During Gameplay: World Time 2521070.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.24.19:791][ 24]AllActors Call During Gameplay: World Time 2521080.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.24.29:797][324]AllActors Call During Gameplay: World Time 2521090.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.24.39:808][624]AllActors Call During Gameplay: World Time 2521100.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.24.49:838][925]AllActors Call During Gameplay: World Time 2521110.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.24.59:866][225]AllActors Call During Gameplay: World Time 2521120.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.25.09:869][524]AllActors Call During Gameplay: World Time 2521130.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.25.19:877][824]AllActors Call During Gameplay: World Time 2521140.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.25.29:885][124]AllActors Call During Gameplay: World Time 2521150.5, Class Iguanodon_Character_BP_C
[2020.03.07-21.25.39:883][423]AllActors Call During Gameplay: World Time 2521160.5, Class Iguanodon_Character_BP_C
